,month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag,state,country
39,202510,12091,"okaloosa, fl",427538.0,-0.0057,-0.0051,2027,-0.0236,0.0047,92.0,-0.0108,0.0455,414,-0.0841,-0.0417,14,-0.125,-0.7941,0.0048,-0.0005,-0.0185,622.0,0.0065,0.0836,0.2085,0.0024,0.0116,504.0,-0.0108,0.0862,265.0,-0.0073,-0.0191,1689.0,0.0143,0.0055,687702.0,-0.0001,0.0077,2532,-0.0237,0.0208,0.2486,0.0032,0.0187,0,Non-State,Non-Nation
40,202510,12063,"jackson, fl",272425.0,0.0583,0.0478,165,0.0611,0.2548,92.0,-0.0187,0.2105,46,0.0952,0.5333,0,-0.0238,-1.0,0.0,0.0,-0.0099,52.0,0.1818,0.2381,0.2041,0.0234,-0.0037,37.0,-0.1889,-0.1098,126.0,-0.1122,-0.1375,1538.0,-0.0703,-0.1438,321544.0,0.0333,0.0817,202,0.0025,0.1715,0.2212,-0.0682,-0.0906,0,Non-State,Non-Nation
41,202510,12023,"columbia, fl",354950.0,-0.0119,0.0207,266,0.035,0.4225,94.0,0.0833,0.2401,46,-0.1786,0.15,0,-1.0,-1.0,0.0,-0.0108,-0.0066,86.0,0.1944,1.5294,0.2372,0.0375,0.1178,51.0,-0.1855,-0.1293,189.0,-0.0121,0.0179,1827.0,-0.0046,0.0022,467569.0,-0.0127,0.1509,317,-0.0047,0.2971,0.1898,-0.0514,-0.1203,0,Non-State,Non-Nation
42,202510,12053,"hernando, fl",356288.0,-0.0097,-0.0009,1403,0.0126,0.1871,83.0,0.0506,0.2481,422,0.099,-0.1134,22,-0.0833,-0.2143,0.0096,-0.001,-0.0035,602.0,0.1066,0.2809,0.2559,0.0168,0.036,511.0,-0.0202,0.0397,198.0,-0.0006,-0.0265,1826.0,-0.0027,-0.0001,418375.0,-0.0144,-0.0285,1904,0.0032,0.146,0.364,-0.0122,-0.0516,0,Non-State,Non-Nation
43,202510,12043,"glades, fl",338675.0,0.0113,-0.0039,66,0.0,0.0076,107.0,-0.1044,-0.0911,10,-0.4444,-0.5,0,-0.0238,-0.24659999999999999,0.0,0.0,0.0,10.0,0.25,-0.2857,0.1236,0.0379,-0.0223,6.0,-0.4762,-0.45,226.0,0.0066,-0.0333,1550.0,0.0075,0.0557,424749.0,0.0826,-0.0045,72,-0.0592,-0.053,0.0833,-0.0758,-0.0693,0,Non-State,Non-Nation
44,202510,12065,"jefferson, fl",450749.0,0.0682,-0.0599,44,-0.0435,0.2055,68.0,0.3171,-0.0816,12,0.5,0.0,0,-0.0238,-0.24659999999999999,0.0,0.0,0.0,14.0,0.4,-0.125,0.202,0.0709,-0.0863,19.0,0.2667,1.7143,204.0,0.0288,-0.0693,2184.0,0.0763,-0.0683,508832.0,0.0386,-0.1147,63,0.0328,0.4483,0.4318,0.1057,0.24,0,Non-State,Non-Nation
45,202510,12129,"wakulla, fl",330475.0,-0.0393,0.0032,217,-0.027,0.1018,64.0,0.219,0.0159,50,-0.1935,-0.1379,2,0.0,-0.6667,0.0056,0.0004,-0.0114,56.0,0.3333,0.1667,0.1638,0.051,0.025,78.0,-0.1389,-0.153,198.0,-0.0044,0.0408,1523.0,-0.0256,-0.0436,398250.0,0.0139,0.0264,295,-0.056,0.0243,0.358,-0.0465,-0.1077,0,Non-State,Non-Nation
46,202510,12089,"nassau, fl",587495.0,-0.0192,-0.0715,798,-0.0556,0.1053,81.0,0.0321,-0.0123,164,-0.2613,-0.2336,48,7.0,-0.3143,0.0405,0.0361,-0.0162,276.0,-0.0282,0.0534,0.2217,0.0065,0.0088,257.0,-0.0805,-0.1588,301.0,0.0028,-0.033,2059.0,-0.0021,-0.017,833301.0,0.0162,-0.0416,1047,-0.0619,0.0295,0.3221,-0.0087,-0.1011,0,Non-State,Non-Nation
47,202510,12039,"gadsden, fl",300000.0,-0.0734,-0.0323,99,-0.0248,0.0944,54.0,-0.0882,-0.1903,18,-0.4,-0.6087,0,-0.0238,-0.24659999999999999,0.0,0.0,0.0,26.0,0.1818,0.3,0.1861,0.0421,0.0712,27.0,0.0392,-0.3205,169.0,-0.0048,-0.0065,1861.0,-0.0183,0.0559,361199.0,-0.0523,0.0699,125,-0.0119,-0.0272,0.269,0.0166,-0.1643,0,Non-State,Non-Nation
48,202510,12133,"washington, fl",313920.0,0.0836,0.1192,88,-0.033,0.1503,83.0,-0.1266,0.0153,34,-0.2609,-0.2609,2,-0.0238,0.0,0.012,0.012,0.0001,40.0,0.0526,0.3333,0.2422,0.0096,0.0409,32.0,-0.0303,0.1852,162.0,0.0227,-0.041,1756.0,0.0053,0.0555,385149.0,0.0545,0.1079,120,-0.0204,0.1594,0.3636,0.001,0.0107,0,Non-State,Non-Nation
49,202510,12085,"martin, fl",496250.0,-0.0051,-0.0401,1395,0.0065,0.1028,87.0,-0.0598,0.1849,394,0.1939,-0.0199,14,0.1667,2.5,0.0067,0.0008,0.0046,372.0,-0.0211,-0.0313,0.1778,-0.01,-0.0191,311.0,-0.0416,0.0912,292.0,0.0007,-0.031,1640.0,-0.0144,0.0171,1195593.0,0.0252,0.0906,1707,-0.0026,0.1024,0.2229,-0.0112,-0.0024,0,Non-State,Non-Nation
50,202510,12093,"okeechobee, fl",346238.0,-0.0078,-0.0093,182,0.0612,0.3946,90.0,-0.0884,0.2114,48,0.5,0.3333,0,-0.0238,-0.24659999999999999,0.0,0.0,0.0,38.0,-0.1364,0.5833,0.1434,-0.0542,0.0285,32.0,0.0159,-0.2471,233.0,0.0106,0.0212,1540.0,-0.0146,-0.0082,445072.0,-0.0168,-0.3913,215,0.0697,0.2428,0.1758,-0.0078,-0.1498,0,Non-State,Non-Nation
51,202510,12131,"walton, fl",892725.0,0.0065,-0.0454,2593,-0.0027,0.1206,108.0,-0.0159,0.0459,464,0.0311,0.2406,30,0.1538,-0.1176,0.0086,0.0013,-0.0021,632.0,0.0032,0.2296,0.1836,0.0041,0.0224,436.0,-0.1316,-0.1325,535.0,0.0003,-0.0568,1991.0,0.0061,-0.0168,1663817.0,0.0248,-0.037,3027,-0.022,0.0757,0.168,-0.0249,-0.049,0,Non-State,Non-Nation
